FNo,ObjectCount,Time,Type,start,end,ObjectColour
172,0,0,NA,NA,NA,NA
173,0,0,NA,NA,NA,NA
174,0,0,NA,NA,NA,NA
175,0,0,NA,NA,NA,NA
176,0,0,NA,NA,NA,NA
177,0,0,NA,NA,NA,NA
178,0,0,NA,NA,NA,NA
179,0,0,NA,NA,NA,NA
180,0,0,NA,NA,NA,NA
181,0,0,NA,NA,NA,NA
182,0,0,NA,NA,NA,NA
183,0,0,NA,NA,NA,NA
184,0,0,NA,NA,NA,NA
185,0,0,NA,NA,NA,NA
186,0,0,NA,NA,NA,NA
187,0,0,NA,NA,NA,NA
188,0,0,NA,NA,NA,NA
189,0,0,NA,NA,NA,NA
190,0,0,NA,NA,NA,NA
191,0,0,NA,NA,NA,NA
192,0,0,NA,NA,NA,NA
193,0,0,NA,NA,NA,NA
194,0,0,NA,NA,NA,NA
195,0,0,NA,NA,NA,NA
196,0,0,NA,NA,NA,NA
197,0,0,NA,NA,NA,NA
198,0,0,NA,NA,NA,NA
199,0,0,NA,NA,NA,NA
200,0,0,NA,NA,NA,NA
201,0,0.998,NA,NA,NA,NA
202,0,0,NA,NA,NA,NA
203,0,0,NA,NA,NA,NA
204,0,0,NA,NA,NA,NA
205,0,0,NA,NA,NA,NA
206,0,0,NA,NA,NA,NA
207,0,0,NA,NA,NA,NA
208,0,0,NA,NA,NA,NA
209,0,0,NA,NA,NA,NA
210,0,0,NA,NA,NA,NA
211,0,0,NA,NA,NA,NA
212,0,0,NA,NA,NA,NA
213,0,0,NA,NA,NA,NA
214,0,0,NA,NA,NA,NA
215,0,0,NA,NA,NA,NA
216,0,0,NA,NA,NA,NA
217,0,0,NA,NA,NA,NA
218,0,0,NA,NA,NA,NA
219,0,0,NA,NA,NA,NA
220,0,0,NA,NA,NA,NA
221,0,0,NA,NA,NA,NA
222,0,0,NA,NA,NA,NA
223,0,0,NA,NA,NA,NA
224,0,0,NA,NA,NA,NA
225,0,0,NA,NA,NA,NA
226,0,0,NA,NA,NA,NA
227,0,0,NA,NA,NA,NA
228,0,0,NA,NA,NA,NA
229,0,1,NA,NA,NA,NA
230,0,0,NA,NA,NA,NA
231,0,0,NA,NA,NA,NA
232,0,0,NA,NA,NA,NA
233,0,0,NA,NA,NA,NA
234,0,0,NA,NA,NA,NA
235,0,0,NA,NA,NA,NA
236,0,0,NA,NA,NA,NA
237,0,0,NA,NA,NA,NA
238,0,0,NA,NA,NA,NA
239,0,0,NA,NA,NA,NA
240,0,0,NA,NA,NA,NA
241,0,0,NA,NA,NA,NA
242,0,0.998,NA,NA,NA,NA
243,0,0,NA,NA,NA,NA
244,0,0,NA,NA,NA,NA
245,0,0,NA,NA,NA,NA
246,0,0,NA,NA,NA,NA
247,0,1,NA,NA,NA,NA
248,0,0,NA,NA,NA,NA
249,0,1,NA,NA,NA,NA
250,0,0,NA,NA,NA,NA
251,0,0,NA,NA,NA,NA
252,0,0,NA,NA,NA,NA
253,0,0,NA,NA,NA,NA
254,0,0,NA,NA,NA,NA
255,0,0,NA,NA,NA,NA
256,0,0,NA,NA,NA,NA
257,0,0,NA,NA,NA,NA
258,0,0,NA,NA,NA,NA
259,0,0,NA,NA,NA,NA
260,0,0,NA,NA,NA,NA
261,0,0,NA,NA,NA,NA
262,0,0,NA,NA,NA,NA
263,0,0,NA,NA,NA,NA
264,0,1,NA,NA,NA,NA
265,0,0,NA,NA,NA,NA
266,0,0,NA,NA,NA,NA
267,0,0,NA,NA,NA,NA
268,0,0,NA,NA,NA,NA
269,0,0,NA,NA,NA,NA
270,0,0,NA,NA,NA,NA
271,0,0,NA,NA,NA,NA
272,0,0,NA,NA,NA,NA
273,0,1.026,NA,NA,NA,NA
274,0,1.003,NA,NA,NA,NA
275,0,0,NA,NA,NA,NA
276,0,0,NA,NA,NA,NA
277,0,0,NA,NA,NA,NA
278,0,0,NA,NA,NA,NA
279,0,0,NA,NA,NA,NA
280,0,0.998,NA,NA,NA,NA
281,0,0,NA,NA,NA,NA
282,0,0,NA,NA,NA,NA
283,0,0,NA,NA,NA,NA
284,0,0,NA,NA,NA,NA
285,0,0,NA,NA,NA,NA
286,0,0,NA,NA,NA,NA
287,0,0,NA,NA,NA,NA
288,0,0,NA,NA,NA,NA
289,0,0,NA,NA,NA,NA
290,0,0.526,NA,NA,NA,NA
291,0,0,NA,NA,NA,NA
292,0,0,NA,NA,NA,NA
293,0,0,NA,NA,NA,NA
294,0,0,NA,NA,NA,NA
295,0,1.001,NA,NA,NA,NA
296,0,0,NA,NA,NA,NA
297,0,0,NA,NA,NA,NA
298,0,0,NA,NA,NA,NA
299,0,1.515,NA,NA,NA,NA
300,0,0,NA,NA,NA,NA
301,0,0,NA,NA,NA,NA
302,0,0,NA,NA,NA,NA
303,0,0,NA,NA,NA,NA
304,0,0,NA,NA,NA,NA
305,0,0.998,NA,NA,NA,NA
306,0,0,NA,NA,NA,NA
307,0,1.002,NA,NA,NA,NA
308,0,0,NA,NA,NA,NA
309,0,0,NA,NA,NA,NA
310,0,0,NA,NA,NA,NA
311,0,0,NA,NA,NA,NA
312,0,0.538,NA,NA,NA,NA
313,0,0,NA,NA,NA,NA
314,0,0,NA,NA,NA,NA
315,0,0,NA,NA,NA,NA
316,0,0,NA,NA,NA,NA
317,0,0.998,NA,NA,NA,NA
318,0,0.981,NA,NA,NA,NA
319,0,0.999,NA,NA,NA,NA
320,0,0,NA,NA,NA,NA
321,0,0,NA,NA,NA,NA
322,0,0,NA,NA,NA,NA
323,0,1.028,NA,NA,NA,NA
324,0,0,NA,NA,NA,NA
325,0,0,NA,NA,NA,NA
326,0,0,NA,NA,NA,NA
327,0,0,NA,NA,NA,NA
328,0,0,NA,NA,NA,NA
329,0,0,NA,NA,NA,NA
330,0,0,NA,NA,NA,NA
331,0,0,NA,NA,NA,NA
332,0,0,NA,NA,NA,NA
333,0,0,NA,NA,NA,NA
334,0,0,NA,NA,NA,NA
335,0,0,NA,NA,NA,NA
336,0,0,NA,NA,NA,NA
337,0,1.038,NA,NA,NA,NA
338,0,0,NA,NA,NA,NA
339,0,0,NA,NA,NA,NA
340,0,0,NA,NA,NA,NA
341,0,0,NA,NA,NA,NA
342,0,0,NA,NA,NA,NA
343,0,0,NA,NA,NA,NA
344,0,1.032,NA,NA,NA,NA
345,0,0,NA,NA,NA,NA
346,0,0,NA,NA,NA,NA
347,0,0,NA,NA,NA,NA
348,0,0,NA,NA,NA,NA
349,0,0,NA,NA,NA,NA
350,0,0,NA,NA,NA,NA
351,0,0,NA,NA,NA,NA
352,0,0,NA,NA,NA,NA
353,0,0,NA,NA,NA,NA
354,0,0,NA,NA,NA,NA
355,0,0,NA,NA,NA,NA
356,0,0,NA,NA,NA,NA
357,0,0,NA,NA,NA,NA
358,0,0,NA,NA,NA,NA
359,0,0,NA,NA,NA,NA
360,0,0,NA,NA,NA,NA
361,0,1,NA,NA,NA,NA
362,0,0,NA,NA,NA,NA
363,0,0,NA,NA,NA,NA
364,0,0,NA,NA,NA,NA
365,0,0,NA,NA,NA,NA
366,0,0,NA,NA,NA,NA
367,0,0,NA,NA,NA,NA
368,0,0,NA,NA,NA,NA
369,0,0,NA,NA,NA,NA
370,0,0,NA,NA,NA,NA
371,0,0,NA,NA,NA,NA
372,0,0,NA,NA,NA,NA
373,0,0,NA,NA,NA,NA
374,0,0,NA,NA,NA,NA
375,0,0,NA,NA,NA,NA
376,0,0,NA,NA,NA,NA
377,0,0,NA,NA,NA,NA
378,0,1.001,NA,NA,NA,NA
379,0,0,NA,NA,NA,NA
380,0,1.001,NA,NA,NA,NA
381,0,0,NA,NA,NA,NA
382,0,0,NA,NA,NA,NA
383,0,0,NA,NA,NA,NA
384,0,0,NA,NA,NA,NA
385,0,0,NA,NA,NA,NA
386,0,0,NA,NA,NA,NA
387,0,0,NA,NA,NA,NA
388,0,0,NA,NA,NA,NA
389,0,1.047,NA,NA,NA,NA
390,0,0,NA,NA,NA,NA
391,0,0,NA,NA,NA,NA
392,0,1.002,NA,NA,NA,NA
393,0,0,NA,NA,NA,NA
394,0,0,NA,NA,NA,NA
395,0,1,NA,NA,NA,NA
396,0,0,NA,NA,NA,NA
397,0,0,NA,NA,NA,NA
398,0,0,NA,NA,NA,NA
399,0,0,NA,NA,NA,NA
400,0,0,NA,NA,NA,NA
401,0,0,NA,NA,NA,NA
402,0,0,NA,NA,NA,NA
403,1,286,Sedan,"(89, 185)","(300, 360)",Silver
404,1,209.312,Hatchback,"(84, 181)","(293, 360)",White
405,1,243.323,Hatchback,"(81, 180)","(279, 359)",White
406,1,215.878,Hatchback,"(81, 177)","(262, 357)",White
407,1,224.99,Hatchback,"(85, 179)","(247, 351)",White
408,1,235.511,Hatchback,"(88, 183)","(235, 357)",White
409,1,249.224,Hatchback,"(80, 181)","(213, 356)",White
410,1,202.242,Hatchback,"(74, 185)","(204, 343)",White
411,1,182.216,Hatchback,"(75, 180)","(187, 332)",White
412,1,264.128,Hatchback,"(76, 183)","(170, 320)",White
413,1,266.997,Hatchback,"(75, 183)","(159, 301)",White
414,1,204.202,Hatchback,"(78, 181)","(145, 287)",White
415,1,229.974,Hatchback,"(77, 179)","(130, 268)",White
416,1,254.293,Hatchback,"(86, 180)","(123, 250)",White
417,1,252.939,Hatchback,"(73, 186)","(94, 233)",White
418,1,222.958,Hatchback,"(89, 179)","(95, 219)",White
419,1,267.229,Hatchback,"(74, 183)","(64, 206)",White
420,1,241.746,Hatchback,"(88, 176)","(66, 185)",White
421,0,0,NA,NA,NA,NA
422,0,0,NA,NA,NA,NA
423,1,216.225,Hatchback,"(77, 178)","(13, 146)",White
424,0,0,NA,NA,NA,NA
425,0,0,NA,NA,NA,NA
426,0,0,NA,NA,NA,NA
427,0,0,NA,NA,NA,NA
428,0,1.021,NA,NA,NA,NA
429,0,0,NA,NA,NA,NA
430,1,224.573,Hatchback,"(54, 180)","(0, 49)",White
431,1,252.263,Sedan,"(57, 174)","(0, 43)",White
432,0,0,NA,NA,NA,NA
433,0,0,NA,NA,NA,NA
434,0,0,NA,NA,NA,NA
435,0,1.001,NA,NA,NA,NA
436,0,0,NA,NA,NA,NA
437,0,0,NA,NA,NA,NA
438,0,0,NA,NA,NA,NA
439,0,0,NA,NA,NA,NA
440,0,0,NA,NA,NA,NA
441,0,0,NA,NA,NA,NA
442,0,1.04,NA,NA,NA,NA
443,0,0,NA,NA,NA,NA
444,0,0,NA,NA,NA,NA
445,0,1,NA,NA,NA,NA
446,0,1,NA,NA,NA,NA
447,0,0,NA,NA,NA,NA
448,0,0.297,NA,NA,NA,NA
449,0,0,NA,NA,NA,NA
450,0,0,NA,NA,NA,NA
451,0,0,NA,NA,NA,NA
452,0,0,NA,NA,NA,NA
453,0,0,NA,NA,NA,NA
454,0,0.526,NA,NA,NA,NA
455,0,0,NA,NA,NA,NA
456,0,0,NA,NA,NA,NA
457,0,0,NA,NA,NA,NA
458,0,1.032,NA,NA,NA,NA
459,0,0,NA,NA,NA,NA
460,0,0,NA,NA,NA,NA
461,0,0,NA,NA,NA,NA
462,0,0,NA,NA,NA,NA
463,0,0,NA,NA,NA,NA
464,0,0,NA,NA,NA,NA
465,0,0,NA,NA,NA,NA
466,0,0,NA,NA,NA,NA
467,0,0,NA,NA,NA,NA
468,0,6.001,NA,NA,NA,NA
469,0,0,NA,NA,NA,NA
470,0,0,NA,NA,NA,NA
471,0,0.024,NA,NA,NA,NA
472,0,0,NA,NA,NA,NA
473,0,0,NA,NA,NA,NA
474,0,0,NA,NA,NA,NA
475,0,0,NA,NA,NA,NA
476,0,0,NA,NA,NA,NA
477,0,0,NA,NA,NA,NA
478,0,1.001,NA,NA,NA,NA
479,0,0,NA,NA,NA,NA
480,0,0,NA,NA,NA,NA
481,0,0,NA,NA,NA,NA
482,0,1,NA,NA,NA,NA
483,0,0,NA,NA,NA,NA
484,0,0,NA,NA,NA,NA
485,0,2.01,NA,NA,NA,NA
486,0,0,NA,NA,NA,NA
487,0,0,NA,NA,NA,NA
488,0,0.989,NA,NA,NA,NA
489,0,0,NA,NA,NA,NA
490,0,0,NA,NA,NA,NA
491,0,0,NA,NA,NA,NA
492,0,0,NA,NA,NA,NA
493,0,0,NA,NA,NA,NA
494,0,0,NA,NA,NA,NA
495,1,230.157,Sedan,"(100, 186)","(311, 360)",Silver
496,1,264.885,Sedan,"(99, 185)","(293, 360)",Silver
497,1,224.335,Sedan,"(90, 185)","(281, 360)",Silver
498,1,222.169,Sedan,"(90, 185)","(263, 360)",Silver
499,1,263.995,Sedan,"(97, 184)","(249, 352)",Silver
500,1,245.998,Sedan,"(92, 186)","(232, 360)",Silver
501,1,259.995,Sedan,"(95, 189)","(206, 360)",Silver
502,1,272.369,Hatchback,"(98, 184)","(199, 360)",Silver
503,1,274.201,Hatchback,"(96, 186)","(171, 360)",Silver
504,1,281.59,Hatchback,"(97, 183)","(168, 347)",Silver
505,1,274.371,Hatchback,"(97, 185)","(134, 344)",Silver
506,1,233.931,Hatchback,"(97, 186)","(113, 323)",Silver
507,1,232.724,Hatchback,"(98, 185)","(110, 296)",Silver
508,1,275.627,Hatchback,"(96, 184)","(88, 289)",Silver
509,1,231.606,Hatchback,"(96, 184)","(81, 267)",Silver
510,1,253.178,Hatchback,"(97, 184)","(58, 258)",Silver
511,1,223.275,Hatchback,"(94, 182)","(68, 223)",Silver
512,1,293.537,Hatchback,"(97, 182)","(32, 214)",Silver
513,1,234.185,Hatchback,"(95, 183)","(5, 212)",Silver
514,1,283.925,Hatchback,"(95, 184)","(0, 182)",Silver
515,1,233.68,Hatchback,"(94, 182)","(0, 172)",Silver
516,1,278.082,Hatchback,"(92, 180)","(11, 139)",Silver
517,1,271.887,Hatchback,"(92, 177)","(0, 128)",Silver
518,1,272.926,Hatchback,"(99, 176)","(0, 116)",Silver
519,1,253.772,Hatchback,"(94, 179)","(0, 97)",Silver
520,1,261.983,Hatchback,"(93, 182)","(0, 76)",Black
521,1,241.148,Hatchback,"(93, 182)","(0, 68)",Silver
522,1,243.018,Sedan,"(82, 182)","(3, 48)",Silver
523,0,0,NA,NA,NA,NA
524,0,0,NA,NA,NA,NA
525,0,0,NA,NA,NA,NA
526,0,0,NA,NA,NA,NA
527,0,0,NA,NA,NA,NA
528,0,0,NA,NA,NA,NA
529,0,0,NA,NA,NA,NA
530,0,0,NA,NA,NA,NA
531,0,0,NA,NA,NA,NA
532,0,1.041,NA,NA,NA,NA
533,0,0,NA,NA,NA,NA
534,0,0,NA,NA,NA,NA
535,0,0,NA,NA,NA,NA
536,0,1.001,NA,NA,NA,NA
537,0,0,NA,NA,NA,NA
538,0,0,NA,NA,NA,NA
539,0,0,NA,NA,NA,NA
540,0,0,NA,NA,NA,NA
541,0,0,NA,NA,NA,NA
542,0,0,NA,NA,NA,NA
543,0,1,NA,NA,NA,NA
544,0,0,NA,NA,NA,NA
545,0,0,NA,NA,NA,NA
546,0,0,NA,NA,NA,NA
547,0,0,NA,NA,NA,NA
548,0,0,NA,NA,NA,NA
549,0,0,NA,NA,NA,NA
550,0,0,NA,NA,NA,NA
551,0,0,NA,NA,NA,NA
552,0,0,NA,NA,NA,NA
553,0,1.028,NA,NA,NA,NA
554,0,0,NA,NA,NA,NA
555,0,0.993,NA,NA,NA,NA
556,0,1,NA,NA,NA,NA
557,0,0,NA,NA,NA,NA
558,0,0,NA,NA,NA,NA
559,0,0,NA,NA,NA,NA
560,0,0,NA,NA,NA,NA
561,0,0,NA,NA,NA,NA
562,0,0,NA,NA,NA,NA
563,0,0,NA,NA,NA,NA
564,0,0,NA,NA,NA,NA
565,0,0,NA,NA,NA,NA
566,0,0,NA,NA,NA,NA
567,0,0,NA,NA,NA,NA
568,0,0,NA,NA,NA,NA
569,0,0,NA,NA,NA,NA
570,0,1.001,NA,NA,NA,NA
571,0,1,NA,NA,NA,NA
572,0,0,NA,NA,NA,NA
573,0,0,NA,NA,NA,NA
574,0,0,NA,NA,NA,NA
575,1,253.674,Sedan,"(101, 180)","(321, 360)",Silver
576,1,238.103,Sedan,"(101, 186)","(299, 360)",Silver
577,1,261.231,Sedan,"(93, 185)","(288, 360)",Silver
578,1,265.934,Sedan,"(94, 184)","(275, 360)",Silver
579,0,0,NA,NA,NA,NA
580,1,299.674,Hatchback,"(98, 184)","(238, 360)",Silver
581,1,367.713,Hatchback,"(99, 184)","(227, 360)",Silver
582,1,272.262,Hatchback,"(101, 181)","(211, 354)",Silver
583,1,304.001,Hatchback,"(102, 181)","(188, 343)",Silver
584,1,347.174,Hatchback,"(96, 183)","(167, 326)",Silver
585,1,252.408,Hatchback,"(100, 180)","(159, 307)",Silver
586,1,243.474,Hatchback,"(98, 184)","(143, 292)",Silver
587,1,233.186,Hatchback,"(100, 181)","(121, 279)",Silver
588,1,261.63,Hatchback,"(100, 183)","(117, 257)",Silver
589,1,284.998,Hatchback,"(102, 180)","(96, 243)",Silver
590,1,314.996,Hatchback,"(101, 179)","(89, 221)",Silver
591,1,251.757,Hatchback,"(97, 182)","(59, 213)",Silver
592,1,275.013,Hatchback,"(100, 182)","(50, 189)",Silver
593,1,294.225,Hatchback,"(97, 184)","(35, 177)",Silver
594,1,212.541,Hatchback,"(101, 182)","(4, 172)",Silver
595,1,223.431,Hatchback,"(101, 181)","(9, 141)",Silver
596,1,263.123,Hatchback,"(102, 180)","(0, 128)",Silver
597,1,254.884,Hatchback,"(99, 178)","(0, 111)",Silver
598,1,245.361,Hatchback,"(102, 178)","(0, 98)",Silver
599,1,232.859,Hatchback,"(99, 179)","(0, 80)",Silver
600,1,265.515,Sedan,"(98, 180)","(0, 65)",Silver
601,1,233.216,Sedan,"(100, 178)","(0, 44)",Silver
602,0,0,NA,NA,NA,NA
603,0,0,NA,NA,NA,NA
604,0,0,NA,NA,NA,NA
605,0,0,NA,NA,NA,NA
606,0,0,NA,NA,NA,NA
607,0,0,NA,NA,NA,NA
608,0,0,NA,NA,NA,NA
609,0,0,NA,NA,NA,NA
610,0,0,NA,NA,NA,NA
611,0,0,NA,NA,NA,NA
612,0,0,NA,NA,NA,NA
613,0,0,NA,NA,NA,NA
614,0,0,NA,NA,NA,NA
615,0,0,NA,NA,NA,NA
616,0,0,NA,NA,NA,NA
617,0,0,NA,NA,NA,NA
618,0,0,NA,NA,NA,NA
619,0,0,NA,NA,NA,NA
620,0,0,NA,NA,NA,NA
621,0,2.012,NA,NA,NA,NA
622,0,0,NA,NA,NA,NA
623,0,0,NA,NA,NA,NA
624,0,0,NA,NA,NA,NA
625,0,1,NA,NA,NA,NA
626,0,0,NA,NA,NA,NA
627,0,0,NA,NA,NA,NA
628,0,0,NA,NA,NA,NA
629,0,0,NA,NA,NA,NA
630,0,0,NA,NA,NA,NA
631,0,0,NA,NA,NA,NA
632,0,0,NA,NA,NA,NA
633,0,0,NA,NA,NA,NA
634,0,0,NA,NA,NA,NA
635,0,0,NA,NA,NA,NA
636,0,0,NA,NA,NA,NA
637,0,0.02,NA,NA,NA,NA
638,0,0,NA,NA,NA,NA
639,0,0,NA,NA,NA,NA
640,0,0,NA,NA,NA,NA
641,0,0,NA,NA,NA,NA
642,0,0,NA,NA,NA,NA
643,0,0,NA,NA,NA,NA
644,0,0,NA,NA,NA,NA
645,0,0,NA,NA,NA,NA
646,0,1.002,NA,NA,NA,NA
647,0,3.085,NA,NA,NA,NA
648,0,0,NA,NA,NA,NA
649,0,0,NA,NA,NA,NA
650,0,0,NA,NA,NA,NA
651,1,297.703,Sedan,"(89, 183)","(313, 360)",Silver
652,1,243.996,Sedan,"(92, 184)","(298, 358)",Silver
653,1,229.981,Sedan,"(87, 179)","(287, 359)",Black
654,1,232.999,Sedan,"(84, 178)","(270, 360)",Black
655,1,224.447,Sedan,"(89, 175)","(250, 360)",Black
656,1,192.236,Sedan,"(87, 179)","(241, 356)",Black
657,1,213.103,Sedan,"(92, 179)","(230, 360)",Black
658,1,233.997,Hatchback,"(97, 183)","(206, 360)",Black
659,1,247.996,Hatchback,"(96, 181)","(185, 360)",Black
660,1,199.996,Hatchback,"(95, 179)","(172, 347)",Black
661,1,237.993,Hatchback,"(93, 180)","(157, 328)",Black
662,1,222.795,Hatchback,"(99, 182)","(150, 311)",Black
663,1,179.82,Hatchback,"(91, 178)","(127, 299)",Black
664,1,203.904,Hatchback,"(93, 181)","(118, 282)",Black
665,1,244.897,Hatchback,"(93, 181)","(102, 262)",Black
666,1,233.007,Hatchback,"(94, 181)","(91, 249)",Black
667,1,197.153,Hatchback,"(96, 178)","(71, 228)",Black
668,1,223.548,Hatchback,"(97, 178)","(41, 231)",Black
669,1,296.33,Hatchback,"(97, 180)","(43, 199)",Black
670,1,235.722,Hatchback,"(93, 178)","(20, 193)",Black
671,1,201.559,Hatchback,"(98, 181)","(13, 167)",Black
672,1,233.312,Hatchback,"(96, 180)","(0, 157)",Black
673,1,266.578,Hatchback,"(96, 180)","(0, 139)",Black
674,1,251.112,Sedan,"(94, 178)","(0, 124)",Black
675,1,261.189,Hatchback,"(95, 176)","(0, 109)",Black
676,1,268.489,Hatchback,"(92, 178)","(0, 93)",Black
677,1,241.073,Sedan,"(89, 182)","(0, 74)",Black
678,1,256.104,Sedan,"(76, 181)","(1, 58)",Black
679,1,253.078,Sedan,"(72, 185)","(1, 48)",Black
680,0,0,NA,NA,NA,NA
681,0,0,NA,NA,NA,NA
682,0,0,NA,NA,NA,NA
683,0,0,NA,NA,NA,NA
684,0,1.024,NA,NA,NA,NA
685,0,0,NA,NA,NA,NA
686,0,0,NA,NA,NA,NA
687,0,0,NA,NA,NA,NA
688,0,0.989,NA,NA,NA,NA
689,0,1.051,NA,NA,NA,NA
690,0,1.031,NA,NA,NA,NA
691,0,0,NA,NA,NA,NA
692,0,0,NA,NA,NA,NA
693,0,0,NA,NA,NA,NA
694,0,0,NA,NA,NA,NA
695,0,0,NA,NA,NA,NA
696,0,0,NA,NA,NA,NA
697,0,0,NA,NA,NA,NA
698,0,0,NA,NA,NA,NA
699,0,0,NA,NA,NA,NA
700,0,1.054,NA,NA,NA,NA
701,0,0.529,NA,NA,NA,NA
702,0,0,NA,NA,NA,NA
703,0,0,NA,NA,NA,NA
704,0,0,NA,NA,NA,NA
705,0,0,NA,NA,NA,NA
706,0,0,NA,NA,NA,NA
707,0,0,NA,NA,NA,NA
708,0,1.034,NA,NA,NA,NA
709,0,0,NA,NA,NA,NA
710,0,0,NA,NA,NA,NA
711,0,0,NA,NA,NA,NA
712,0,0,NA,NA,NA,NA
713,0,0,NA,NA,NA,NA
714,0,1.035,NA,NA,NA,NA
715,0,1.004,NA,NA,NA,NA
716,0,1.004,NA,NA,NA,NA
717,0,0.532,NA,NA,NA,NA
718,0,0,NA,NA,NA,NA
719,0,0,NA,NA,NA,NA
720,0,0,NA,NA,NA,NA
721,0,0,NA,NA,NA,NA
722,0,0,NA,NA,NA,NA
723,0,0,NA,NA,NA,NA
724,0,0,NA,NA,NA,NA
725,0,0,NA,NA,NA,NA
726,0,0,NA,NA,NA,NA
727,0,1.001,NA,NA,NA,NA
728,0,0,NA,NA,NA,NA
729,0,0,NA,NA,NA,NA
730,0,0,NA,NA,NA,NA
731,0,0,NA,NA,NA,NA
732,0,0,NA,NA,NA,NA
733,0,0,NA,NA,NA,NA
734,0,0,NA,NA,NA,NA
735,0,0,NA,NA,NA,NA
736,0,0,NA,NA,NA,NA
737,0,1.002,NA,NA,NA,NA
738,0,0,NA,NA,NA,NA
739,0,0,NA,NA,NA,NA
740,0,0,NA,NA,NA,NA
741,0,0,NA,NA,NA,NA
742,0,0,NA,NA,NA,NA
743,0,0,NA,NA,NA,NA
744,0,0,NA,NA,NA,NA
745,0,0.999,NA,NA,NA,NA
746,0,0.995,NA,NA,NA,NA
747,0,0,NA,NA,NA,NA
748,0,1.039,NA,NA,NA,NA
749,0,0,NA,NA,NA,NA
750,0,0,NA,NA,NA,NA
751,0,0,NA,NA,NA,NA
752,0,0,NA,NA,NA,NA
753,0,0,NA,NA,NA,NA
754,0,0,NA,NA,NA,NA
755,0,1.032,NA,NA,NA,NA
756,0,0,NA,NA,NA,NA
757,0,0,NA,NA,NA,NA
758,0,0,NA,NA,NA,NA
759,0,2.083,NA,NA,NA,NA
760,0,0,NA,NA,NA,NA
761,0,0,NA,NA,NA,NA
762,0,0.998,NA,NA,NA,NA
763,0,0,NA,NA,NA,NA
764,0,0,NA,NA,NA,NA
765,0,0,NA,NA,NA,NA
766,0,0,NA,NA,NA,NA
767,0,0,NA,NA,NA,NA
768,0,0,NA,NA,NA,NA
769,0,0,NA,NA,NA,NA
770,0,1.027,NA,NA,NA,NA
771,0,0,NA,NA,NA,NA
772,0,0,NA,NA,NA,NA
773,0,0,NA,NA,NA,NA
774,0,1,NA,NA,NA,NA
775,0,1.33,NA,NA,NA,NA
776,0,0,NA,NA,NA,NA
777,0,0,NA,NA,NA,NA
778,0,0,NA,NA,NA,NA
779,0,0,NA,NA,NA,NA
780,0,0,NA,NA,NA,NA
781,0,0,NA,NA,NA,NA
782,0,0,NA,NA,NA,NA
783,0,1.034,NA,NA,NA,NA
784,0,0,NA,NA,NA,NA
785,0,0,NA,NA,NA,NA
786,0,0,NA,NA,NA,NA
787,0,0,NA,NA,NA,NA
788,0,0,NA,NA,NA,NA
789,0,0,NA,NA,NA,NA
790,0,0,NA,NA,NA,NA
791,0,0,NA,NA,NA,NA
792,0,1,NA,NA,NA,NA
793,0,0,NA,NA,NA,NA
794,0,0.999,NA,NA,NA,NA
795,0,0,NA,NA,NA,NA
796,0,0,NA,NA,NA,NA
797,0,10.129,NA,NA,NA,NA
798,0,0.999,NA,NA,NA,NA
799,0,0,NA,NA,NA,NA
800,0,0,NA,NA,NA,NA
801,1,502.825,Sedan,"(79, 179)","(313, 357)",Blue
802,1,367.731,Sedan,"(93, 176)","(299, 359)",Blue
803,1,325.734,Sedan,"(87, 177)","(281, 359)",Blue
804,1,333.995,Sedan,"(80, 178)","(262, 360)",Blue
805,1,441.995,Sedan,"(90, 175)","(243, 359)",Blue
806,1,253.825,Sedan,"(96, 173)","(234, 360)",Blue
807,1,681.296,Hatchback,"(95, 174)","(212, 350)",Blue
808,1,420.521,Hatchback,"(98, 171)","(199, 341)",Blue
809,1,451.261,Hatchback,"(97, 171)","(175, 320)",Blue
810,1,383.165,Hatchback,"(95, 172)","(165, 304)",Blue
811,1,500.776,Hatchback,"(95, 171)","(148, 289)",Blue
812,1,670.577,Hatchback,"(94, 174)","(130, 264)",Blue
813,1,341.751,Hatchback,"(96, 171)","(119, 254)",Blue
814,1,351.179,Hatchback,"(97, 172)","(91, 238)",Blue
815,1,333.908,Hatchback,"(98, 171)","(81, 216)",Blue
816,1,378.835,Hatchback,"(98, 172)","(66, 206)",Blue
817,1,349.009,Hatchback,"(100, 173)","(45, 182)",Blue
818,1,424.037,Sedan,"(96, 168)","(36, 172)",Blue
819,1,362.998,Hatchback,"(97, 169)","(10, 153)",Blue
820,1,446.696,Hatchback,"(96, 170)","(0, 136)",Blue
821,1,299.661,Hatchback,"(93, 172)","(0, 128)",Blue
822,1,546.53,Hatchback,"(100, 171)","(0, 106)",Blue
823,1,416.384,Hatchback,"(96, 172)","(0, 86)",Blue
824,1,325.997,Hatchback,"(88, 172)","(0, 68)",Blue
825,1,369.994,Hatchback,"(81, 175)","(3, 48)",Blue
826,0,0,NA,NA,NA,NA
827,0,0,NA,NA,NA,NA
828,0,0,NA,NA,NA,NA
829,0,0,NA,NA,NA,NA
830,0,0,NA,NA,NA,NA
831,0,0,NA,NA,NA,NA
832,0,0,NA,NA,NA,NA
833,0,1,NA,NA,NA,NA
834,0,0,NA,NA,NA,NA
835,0,0.534,NA,NA,NA,NA
836,0,0,NA,NA,NA,NA
837,0,0,NA,NA,NA,NA
838,0,0,NA,NA,NA,NA
