FNo,ObjectCount,Time
388,0,110.724
389,0,111.265
390,0,110.83
391,0,117.54299999999999
392,0,92.16199999999999
393,0,100.74600000000001
394,0,90.559
395,0,97.303
396,0,103.999
397,0,103.999
398,0,122.578
399,0,120.66
400,0,126.998
401,0,120.30799999999999
402,0,120.107
403,1,116.998
404,1,127.999
405,1,128.998
406,1,138.99800000000002
407,1,121.51
408,1,110.998
409,1,116.99900000000001
410,1,107.303
411,1,108.652
412,1,110.83999999999999
413,1,112.59700000000001
414,1,123.996
415,1,112.371
416,1,120.816
417,1,110.72500000000001
418,1,137.659
419,1,110.153
420,1,112.694
421,0,118.285
422,0,93.744
423,1,100.255
424,0,117.159
425,0,94.999
426,0,105.0
427,0,89.99799999999999
428,0,115.295
429,0,97.99900000000001
430,1,85.34400000000001
431,1,127.311
432,0,109.999
433,0,102.326
434,0,105.997
435,0,83.069
436,0,116.241
437,0,93.999
438,0,102.999
439,0,103.999
440,0,89.99799999999999
441,0,90.613
442,0,106.075
443,0,94.998
444,0,88.53
445,0,90.636
446,0,91.045
447,0,107.44
448,0,108.999
449,0,95.0
450,0,98.997
451,0,86.99900000000001
452,0,81.587
453,0,88.48100000000001
454,0,78.134
455,0,84.633
456,0,84.635
457,0,95.786
458,0,81.326
459,0,87.723
460,0,92.631
461,0,100.085
462,0,91.609
463,0,98.618
464,0,108.861
465,0,102.597
466,0,100.585
467,0,111.182
468,0,101.22399999999999
469,0,100.56400000000001
470,0,100.713
471,0,100.522
472,0,108.707
473,0,103.995
474,0,98.884
475,0,100.608
476,0,111.069
477,0,110.78399999999999
478,0,100.605
479,0,100.65899999999999
480,0,109.601
481,0,108.999
482,0,108.31200000000001
483,0,115.002
484,0,97.28
485,0,100.568
486,0,100.535
487,0,105.81599999999999
488,0,102.995
489,0,96.998
490,0,93.792
491,0,98.113
492,0,107.997
493,0,100.99900000000001
494,0,108.998
495,1,95.999
496,1,117.0
497,1,117.36399999999999
498,1,110.697
499,1,120.785
500,1,111.13199999999999
501,1,120.802
502,1,118.667
503,1,110.633
504,1,113.206
505,1,116.938
506,1,122.848
507,1,128.998
508,1,126.11
509,1,132.334
510,1,122.999
511,1,116.001
512,1,135.749
513,1,125.223
514,1,133.07399999999998
515,1,109.737
516,1,109.776
517,1,109.518
518,1,119.999
519,1,115.274
520,1,99.756
521,1,101.367
522,1,105.139
523,0,100.315
524,0,100.255
525,0,79.248
526,0,83.155
527,0,101.253
528,0,99.255
529,0,103.99799999999999
530,0,93.112
531,0,83.635
532,0,84.62899999999999
533,0,99.91600000000001
534,0,85.742
535,0,83.13199999999999
536,0,111.109
537,0,98.0
538,0,97.997
539,0,101.99900000000001
540,0,105.99799999999999
541,0,83.136
542,0,100.29899999999999
543,0,88.449
544,0,85.43199999999999
545,0,97.351
546,0,91.14
547,0,84.637
548,0,84.634
549,0,84.633
550,0,112.952
551,0,86.721
552,0,107.899
553,0,90.999
554,0,97.0
555,0,90.99799999999999
556,0,99.996
557,0,92.136
558,0,97.952
559,0,87.997
560,0,96.008
561,0,93.991
562,0,98.994
563,0,89.874
564,0,88.734
565,0,78.676
566,0,100.267
567,0,84.634
568,0,100.26100000000001
569,0,100.256
570,0,84.63
571,0,94.842
572,0,92.711
573,0,91.88000000000001
574,0,99.253
575,1,102.894
576,1,104.99799999999999
577,1,116.997
578,1,110.597
579,0,100.259
580,1,100.26
581,1,101.35
582,1,98.762
583,1,99.903
584,1,115.882
585,1,124.34
586,1,105.997
587,1,118.999
588,1,119.99799999999999
589,1,95.75999999999999
590,1,98.756
591,1,100.092
592,1,99.94699999999999
593,1,133.646
594,1,103.999
595,1,122.644
596,1,106.991
597,1,114.518
598,1,118.997
599,1,93.384
600,1,135.173
601,1,123.996
602,0,112.0
603,0,93.0
604,0,89.02
605,0,96.998
606,0,98.001
607,0,95.997
608,0,103.004
609,0,89.00099999999999
610,0,93.998
611,0,94.999
612,0,89.545
613,0,88.002
614,0,94.001
615,0,82.93599999999999
616,0,84.62400000000001
617,0,100.035
618,0,93.746
619,0,89.077
620,0,78.357
621,0,106.06400000000001
622,0,93.00500000000001
623,0,94.993
624,0,91.001
625,0,99.248
626,0,89.99799999999999
627,0,88.007
628,0,98.865
629,0,99.353
630,0,89.004
631,0,91.994
632,0,86.00099999999999
633,0,80.116
634,0,102.81800000000001
635,0,80.25699999999999
636,0,88.0
637,0,95.094
638,0,84.632
639,0,84.634
640,0,100.257
641,0,84.62899999999999
642,0,100.25399999999999
643,0,93.74499999999999
644,0,100.255
645,0,106.397
646,0,93.746
647,0,94.94900000000001
648,0,89.632
649,0,84.634
650,0,85.741
651,1,108.21799999999999
652,1,121.884
653,1,84.635
654,1,115.49
655,1,111.806
656,1,131.222
657,1,110.703
658,1,123.925
659,1,115.68900000000001
660,1,114.58200000000001
661,1,130.019
662,1,110.67299999999999
663,1,144.557
664,1,135.793
665,1,118.794
666,1,123.011
667,1,118.756
668,1,102.632
669,1,98.199
670,1,105.02499999999999
671,1,110.88199999999999
672,1,106.75800000000001
673,1,115.884
674,1,110.55
675,1,111.428
676,1,105.212
677,1,103.256
678,1,115.883
679,1,115.88600000000001
680,0,100.255
681,0,89.906
682,0,89.268
683,0,83.136
684,0,94.928
685,0,89.819
686,0,84.635
687,0,94.609
688,0,90.639
689,0,99.676
690,0,93.998
691,0,88.88799999999999
692,0,88.69000000000001
693,0,90.71799999999999
694,0,83.14
695,0,84.643
696,0,100.16799999999999
697,0,84.63
698,0,84.631
699,0,100.035
700,0,84.627
701,0,100.256
702,0,100.256
703,0,85.80799999999999
704,0,92.633
705,0,100.256
706,0,84.635
707,0,99.959
708,0,100.259
709,0,118.29199999999999
710,0,101.0
711,0,91.325
712,0,90.822
713,0,110.759
714,0,90.57900000000001
715,0,100.59700000000001
716,0,101.1
717,0,97.625
718,0,94.244
719,0,101.147
720,0,99.83699999999999
721,0,119.044
722,0,96.998
723,0,101.274
724,0,92.669
725,0,100.87599999999999
726,0,100.55600000000001
727,0,100.721
728,0,100.77
729,0,100.65100000000001
730,0,110.69900000000001
731,0,100.14099999999999
732,0,110.059
733,0,109.0
734,0,101.353
735,0,100.54
736,0,100.952
737,0,100.705
738,0,100.64099999999999
739,0,100.6
740,0,98.577
741,0,98.52
742,0,101.497
743,0,100.727
744,0,102.65599999999999
745,0,90.751
746,0,110.646
747,0,100.21199999999999
748,0,103.524
749,0,97.998
750,0,87.15100000000001
751,0,109.221
752,0,92.69800000000001
753,0,98.871
754,0,97.206
755,0,103.008
756,0,95.0
757,0,93.514
758,0,92.49000000000001
759,0,98.625
760,0,102.622
761,0,90.536
762,0,92.727
763,0,91.016
764,0,100.773
765,0,100.62599999999999
766,0,98.594
767,0,92.51299999999999
768,0,101.17
769,0,92.534
770,0,98.575
771,0,92.612
772,0,100.775
773,0,100.95
774,0,90.574
775,0,106.238
776,0,103.0
777,0,80.656
778,0,107.204
779,0,96.092
780,0,96.613
781,0,105.87100000000001
782,0,94.999
783,0,80.675
784,0,97.983
785,0,99.758
786,0,109.02000000000001
787,0,91.14999999999999
788,0,100.854
789,0,99.65100000000001
790,0,90.086
791,0,100.461
792,0,88.475
793,0,93.747
794,0,97.111
795,0,110.999
796,0,94.39
797,0,110.811
798,0,100.61399999999999
799,0,100.56400000000001
800,0,98.683
801,1,90.63300000000001
802,1,112.69
803,1,102.998
804,1,89.35600000000001
805,1,112.03299999999999
806,1,110.265
807,1,120.287
808,1,105.994
809,1,103.999
810,1,107.36500000000001
811,1,113.0
812,1,110.098
813,1,116.643
814,1,110.875
815,1,101.383
816,1,100.25399999999999
817,1,115.887
818,1,110.69800000000001
819,1,101.006
820,1,93.129
821,1,109.257
822,1,102.887
823,1,113.381
824,1,115.888
825,1,100.26
826,0,115.89399999999999
827,0,95.624
828,0,89.132
829,0,84.24
830,0,84.293
831,0,100.258
832,0,106.419
833,0,78.621
834,0,105.44099999999999
835,0,98.997
836,0,88.997
837,0,89.253
838,0,100.283
839,0,100.255
840,0,100.268
841,1,94.88199999999999
842,0,104.895
843,0,92.631
844,1,102.032
845,0,103.056
846,0,93.744
847,1,100.25399999999999
848,1,110.804
849,0,111.888
850,1,84.627
851,1,99.898
852,1,112.743
853,0,134.50500000000002
854,1,138.076
855,1,147.033
856,1,183.847
857,1,162.07399999999998
858,1,157.993
859,0,183.79899999999998
860,0,146.924
861,0,139.042
862,0,132.97400000000002
863,0,141.087
864,0,121.069
865,0,137.903
866,0,123.214
867,0,150.93
868,0,119.66799999999999
869,0,124.347
870,0,131.507
871,0,143.43900000000002
872,0,121.688
873,0,134.71
874,1,125.54799999999999
875,1,159.638
876,0,171.776
877,1,188.311
878,1,171.97
879,1,174.513
880,1,163.722
881,1,183.69
882,1,171.41899999999998
883,1,192.16
884,1,197.99800000000002
885,1,229.973
886,1,201.869
887,1,202.133
888,1,184.641
889,1,180.318
890,1,185.365
891,1,192.369
892,1,221.122
893,1,225.345
894,1,216.728
895,1,211.733
896,1,179.38299999999998
897,1,191.78300000000002
898,1,181.777
899,0,172.899
900,0,160.31400000000002
901,0,174.407
902,0,171.683
903,0,196.139
904,0,163.432
905,0,179.831
906,0,167.001
907,0,143.641
908,0,159.15
909,0,143.05100000000002
910,0,149.113
911,0,151.751
912,0,157.39700000000002
913,0,153.731
914,0,175.156
915,0,139.563
916,0,169.293
917,0,192.162
918,0,190.765
919,0,157.96699999999998
920,0,151.00900000000001
921,0,169.808
922,0,146.42
923,0,154.994
924,0,143.71
925,0,160.288
926,0,152.13299999999998
927,0,150.811
928,0,177.303
929,0,165.228
930,0,149.377
931,1,161.475
932,1,162.76299999999998
933,1,184.91
934,1,210.589
935,1,215.816
936,1,203.328
937,1,171.227
938,1,181.277
939,1,181.885
940,1,163.209
941,1,184.54999999999998
942,2,174.63899999999998
943,2,195.292
944,2,233.727
945,2,238.269
946,2,217.208
947,2,209.544
948,2,210.99699999999999
949,2,232.018
950,2,243.52499999999998
951,2,327.555
952,2,293.026
953,2,249.983
954,2,252.07299999999998
955,2,276.157
956,2,271.686
957,2,277.307
958,2,255.01600000000002
959,1,287.288
960,1,286.408
961,1,268.128
962,1,284.995
963,1,297.998
964,0,290.996
965,0,324.936
966,0,191.62
967,0,203.987
968,0,202.01
969,0,206.627
970,0,206.234
971,0,206.686
972,0,210.004
973,0,197.16500000000002
974,0,191.25300000000001
975,0,200.72799999999998
976,0,194.00300000000001
977,0,178.371
978,0,176.976
979,0,189.822
980,0,178.999
981,0,227.002
982,0,233.997
983,0,228.245
984,0,205.109
985,0,209.0
986,0,233.237
987,0,204.797
988,0,231.995
989,0,202.172
990,0,237.46200000000002
991,0,224.363
992,0,208.735
993,0,210.017
994,0,191.497
995,0,189.704
996,0,184.499
997,0,189.70899999999997
998,0,196.78699999999998
999,0,200.316
1000,0,219.839
1001,0,222.102
1002,0,227.493
1003,0,209.99599999999998
1004,0,194.26
1005,0,191.78799999999998
1006,0,242.444
1007,0,283.846
1008,0,245.16299999999998
1009,0,232.28799999999998
1010,0,212.638
1011,0,210.764
1012,0,188.996
1013,0,201.283
1014,0,201.763
1015,0,191.73299999999998
1016,0,232.491
1017,0,245.658
1018,0,226.21
1019,0,222.329
1020,0,211.785
1021,0,212.263
1022,0,201.786
1023,0,191.879
1024,0,181.729
1025,0,201.86599999999999
1026,0,240.945
1027,0,265.192
1028,0,235.66799999999998
1029,0,220.119
1030,0,211.97
1031,0,203.843
1032,0,199.733
1033,0,189.884
1034,0,191.609
1035,0,194.406
1036,0,201.907
1037,0,256.745
1038,0,237.553
1039,0,222.113
1040,0,208.785
1041,1,203.314
1042,0,243.85299999999998
1043,1,197.524
1044,1,264.89
1045,1,250.30799999999996
1046,1,224.006
1047,1,251.62800000000001
1048,1,269.955
1049,1,252.994
1050,1,245.01600000000002
1051,1,232.347
1052,1,305.136
1053,1,293.58099999999996
1054,1,279.04
1055,1,234.07
1056,1,255.392
1057,1,226.613
1058,1,242.642
1059,1,240.491
1060,1,222.89100000000002
1061,1,275.40799999999996
1062,1,283.188
1063,1,249.641
1064,1,211.89600000000002
1065,1,272.943
1066,0,306.20799999999997
1067,0,274.218
1068,0,222.929
1069,0,201.708
1070,0,197.438
1071,0,192.68099999999998
1072,0,200.423
1073,0,224.832
1074,0,212.001
1075,0,212.572
1076,0,202.61
1077,0,234.96200000000002
1078,0,231.996
1079,0,238.99699999999999
1080,0,226.996
1081,0,232.997
1082,0,255.994
1083,0,246.488
1084,0,273.55600000000004
1085,0,252.699
1086,0,212.03
1087,0,210.376
1088,0,210.498
1089,0,215.817
1090,0,197.186
1091,0,201.86399999999998
1092,0,191.655
1093,0,187.606
1094,0,209.257
1095,0,200.143
1096,0,208.16000000000003
1097,0,212.31
1098,0,199.888
1099,0,211.654
1100,0,196.542
1101,0,191.682
1102,0,191.869
1103,0,200.419
1104,0,196.47
1105,0,227.716
1106,0,211.805
1107,0,222.502
1108,0,189.832
1109,0,199.99800000000002
1110,0,205.94799999999998
1111,0,190.586
1112,1,185.411
1113,1,199.389
1114,1,198.28
1115,1,213.0
1116,1,227.986
1117,1,201.641
1118,1,232.679
1119,1,212.001
1120,1,209.85500000000002
1121,1,218.28
1122,1,202.039
1123,1,243.081
1124,1,186.91
1125,1,200.214
1126,1,217.002
1127,1,224.299
1128,1,257.12800000000004
1129,1,235.03099999999998
1130,1,220.80700000000002
1131,1,214.97299999999998
1132,1,217.462
1133,1,183.93499999999997
1134,1,206.709
1135,1,196.90099999999998
1136,1,238.934
1137,1,225.428
1138,1,224.237
1139,1,191.765
1140,0,206.803
1141,0,164.964
1142,0,161.545
1143,0,171.68
1144,0,185.722
1145,0,205.294
1146,0,181.60399999999998
1147,0,179.44
1148,0,153.838
1149,0,153.168
1150,0,171.686
1151,0,171.996
1152,0,184.327
1153,0,171.716
1154,0,202.383
1155,0,191.59
1156,0,179.974
1157,0,169.41
1158,0,173.277
1159,0,169.22899999999998
1160,0,161.379
1161,0,161.306
1162,0,173.51500000000001
1163,0,171.358
1164,0,179.557
1165,0,195.373
1166,0,189.698
1167,0,189.09
1168,0,162.176
1169,0,159.517
1170,0,157.13299999999998
1171,0,171.123
1172,0,174.445
1173,0,166.826
1174,0,174.998
1175,0,205.998
1176,0,199.001
1177,0,179.21699999999998
1178,0,159.634
1179,0,149.144
1180,0,193.644
1181,0,194.45100000000002
1182,0,165.5
1183,0,163.539
1184,0,172.538
1185,0,157.45100000000002
1186,0,153.141
1187,0,151.068
1188,0,151.294
1189,0,165.016
1190,0,166.573
1191,0,169.313
1192,0,210.112
1193,0,203.506
1194,0,168.19500000000002
1195,0,159.26399999999998
1196,0,171.409
1197,0,163.39000000000001
1198,0,182.057
1199,0,164.994
1200,0,170.0
1201,0,159.018
1202,0,155.596
1203,0,172.234
1204,0,166.737
1205,0,163.986
1206,0,157.792
1207,0,172.351
1208,0,186.996
1209,0,182.77599999999998
1210,0,188.48000000000002
1211,0,150.261
1212,0,163.271
1213,0,159.483
1214,0,156.00900000000001
1215,0,169.073
1216,0,160.262
1217,0,163.11999999999998
1218,0,159.31400000000002
1219,0,159.356
1220,0,171.52200000000002
1221,0,166.932
1222,0,164.379
1223,0,167.70499999999998
1224,0,186.752
1225,0,191.952
1226,0,191.719
1227,0,170.347
1228,0,162.76399999999998
1229,0,180.647
1230,0,161.123
1231,0,202.56099999999998
1232,0,190.997
1233,0,154.411
1234,0,173.426
1235,0,161.50400000000002
1236,0,163.793
1237,0,161.581
1238,0,170.12099999999998
1239,0,161.282
1240,0,161.373
1241,0,171.77
1242,0,169.75799999999998
1243,0,182.214
1244,0,173.735
1245,0,205.41799999999998
1246,0,179.884
1247,0,191.76000000000002
1248,0,158.25
1249,0,166.827
1250,0,171.504
1251,0,169.389
1252,0,204.601
1253,0,198.487
1254,0,180.70600000000002
1255,0,160.929
1256,0,171.513
1257,0,163.209
1258,0,158.79
1259,0,182.14
1260,0,171.20499999999998
1261,0,166.437
1262,0,167.80900000000003
1263,0,191.34300000000002
1264,0,189.919
1265,0,181.588
1266,0,165.25400000000002
1267,0,163.445
1268,0,171.431
1269,0,151.072
1270,0,149.32999999999998
1271,0,163.28500000000003
1272,0,169.833
1273,0,171.349
1274,0,151.29000000000002
1275,0,171.43800000000002
1276,0,159.507
1277,0,171.94400000000002
1278,0,173.778
1279,0,210.60799999999998
1280,0,179.474
1281,0,183.641
1282,0,167.473
1283,0,153.641
1284,0,161.689
1285,0,158.158
1286,0,159.001
1287,0,166.114
1288,0,189.433
1289,0,183.621
1290,0,197.156
1291,0,173.852
1292,0,170.61599999999999
1293,0,167.99800000000002
1294,0,165.437
1295,0,151.12900000000002
1296,0,172.807
1297,0,162.008
1298,0,159.729
1299,0,154.57399999999998
1300,0,153.649
1301,0,178.392
1302,0,192.918
1303,0,161.261
1304,0,143.149
1305,0,155.015
1306,0,162.75500000000002
1307,0,153.651
1308,0,153.65699999999998
1309,0,162.298
1310,0,175.65800000000002
1311,0,200.72699999999998
1312,0,168.536
1313,0,193.217
1314,0,209.824
1315,0,181.893
1316,0,203.154
1317,0,177.77100000000002
1318,0,169.49900000000002
1319,0,161.70399999999998
1320,0,142.13
1321,0,168.897
1322,0,169.294
1323,0,200.53
1324,0,178.392
1325,0,182.119
1326,0,155.801
1327,0,166.075
1328,0,149.201
1329,0,169.297
1330,0,147.113
1331,0,169.192
1332,0,146.53900000000002
1333,0,153.65300000000002
1334,0,150.191
1335,0,185.849
1336,0,157.651
1337,0,152.733
1338,0,169.298
1339,0,162.37699999999998
1340,0,153.366
1341,0,218.23899999999998
1342,0,152.098
1343,0,221.635
1344,0,200.056
1345,0,173.907
1346,0,181.959
1347,0,158.695
1348,0,183.643
1349,0,173.83399999999997
1350,0,161.959
1351,0,161.51299999999998
1352,0,161.559
1353,0,153.499
1354,0,167.08700000000002
1355,0,162.86700000000002
1356,0,159.364
1357,0,173.155
1358,0,161.303
1359,0,151.175
1360,0,161.413
1361,0,161.378
1362,0,169.83
1363,0,183.303
1364,0,181.642
1365,0,181.42
1366,0,171.596
1367,0,161.353
1368,0,151.88199999999998
1369,0,160.84300000000002
1370,0,151.10399999999998
1371,0,163.20499999999998
1372,0,191.53300000000002
1373,0,161.358
1374,0,161.79399999999998
1375,0,153.126
1376,0,161.23399999999998
1377,0,161.303
1378,0,151.771
1379,0,173.572
1380,0,161.432
1381,0,163.102
1382,0,190.792
1383,0,174.057
1384,0,181.62800000000001
1385,0,159.23499999999999
1386,0,142.988
1387,0,151.57899999999998
1388,0,165.471
1389,0,159.04399999999998
1390,0,153.17700000000002
1391,0,161.108
1392,0,151.089
1393,0,168.569
1394,0,153.60199999999998
1395,0,187.372
1396,0,182.31300000000002
1397,0,183.774
1398,0,171.625
1399,0,162.149
1400,0,161.182
1401,0,166.496
1402,0,146.916
1403,0,171.483
1404,0,153.129
1405,0,166.77100000000002
1406,0,175.248
1407,0,192.992
1408,0,179.99599999999998
1409,0,173.156
1410,0,174.995
1411,0,175.101
1412,0,172.0
1413,0,173.99800000000002
1414,0,166.994
1415,0,197.496
1416,0,193.512
1417,0,179.171
1418,0,157.673
1419,0,157.008
1420,0,153.001
1421,0,157.169
1422,0,165.13
1423,0,164.996
1424,0,174.194
1425,0,209.82
1426,0,183.99699999999999
1427,0,175.90900000000002
1428,0,151.99599999999998
1429,0,197.627
1430,0,177.751
1431,0,162.812
1432,0,183.464
1433,0,153.48700000000002
1434,0,153.388
1435,0,162.601
1436,0,166.212
1437,1,193.999
1438,1,251.99300000000002
1439,1,226.002
1440,1,180.99599999999998
1441,1,168.459
1442,1,203.882
1443,1,211.921
1444,1,183.244
1445,1,220.053
1446,1,230.553
1447,1,222.23000000000002
1448,1,212.27599999999998
1449,1,212.04899999999998
1450,1,191.693
1451,1,194.98399999999998
1452,1,188.999
1453,1,197.99800000000002
1454,1,226.002
1455,1,220.475
1456,1,230.741
1457,1,220.144
1458,1,242.66199999999998
1459,0,243.763
1460,0,176.125
1461,0,154.40699999999998
1462,0,151.032
1463,0,163.997
1464,0,157.757
1465,0,187.599
1466,0,203.74900000000002
1467,0,191.894
1468,0,181.71699999999998
1469,0,179.531
1470,1,187.861
1471,0,212.388
1472,1,183.68499999999997
1473,1,232.481
1474,0,208.178
1475,1,181.786
1476,1,242.527
1477,1,245.846
1478,0,246.002
1479,1,200.996
1480,1,241.15
1481,1,236.997
1482,1,268.99600000000004
1483,1,265.998
1484,1,291.996
1485,0,251.998
1486,0,198.99800000000002
1487,0,198.0
1488,0,215.608
1489,0,181.753
1490,0,171.397
1491,0,191.885
1492,0,192.213
1493,0,224.53500000000003
1494,0,220.105
1495,0,191.69
